-4.0360000E-01	4.3246800E-09	0.0000000E+00	3.5463290E+00	2.0002400E-04	3.0000000E+01	1.1560001E+00
-3.9200000E-01	4.3264900E-09	0.0000000E+00	3.5465600E+00	2.0002430E-04	3.0000000E+01	2.3220000E+00
-3.9280000E-01	4.3264900E-09	0.0000000E+00	3.5464860E+00	2.0002420E-04	3.0000000E+01	3.4820001E+00
-3.9270000E-01	4.3264900E-09	0.0000000E+00	3.5464610E+00	2.0002430E-04	3.0000000E+01	4.6480000E+00
-3.9270000E-01	4.3269500E-09	0.0000000E+00	3.5464790E+00	2.0002450E-04	3.0000000E+01	5.8150001E+00
-3.9270000E-01	4.3264900E-09	0.0000000E+00	3.5464750E+00	2.0002470E-04	3.0000000E+01	6.9809999E+00
-3.9270000E-01	4.3264900E-09	0.0000000E+00	3.5465210E+00	2.0002440E-04	3.0000000E+01	8.1480000E+00
-3.9270000E-01	4.3264900E-09	0.0000000E+00	3.5465750E+00	2.0002420E-04	3.0000000E+01	9.3150001E+00
-3.9270000E-01	4.3260400E-09	0.0000000E+00	3.5466270E+00	2.0002470E-04	3.0000000E+01	1.0481000E+01
-4.2720000E-02	4.3114900E-09	0.0000000E+00	3.5466190E+00	2.0002450E-04	3.0000000E+01	1.1649000E+01
-9.6250000E-03	4.3083000E-09	0.0000000E+00	3.5463560E+00	2.0002450E-04	3.0000000E+01	1.2821000E+01
-7.3660000E-03	4.3083000E-09	0.0000000E+00	3.5463050E+00	2.0002450E-04	3.0000000E+01	1.3982000E+01
-6.7360000E-03	4.3083000E-09	0.0000000E+00	3.5463090E+00	2.0002390E-04	3.0000000E+01	1.5150000E+01
-6.5810000E-03	4.3083000E-09	0.0000000E+00	3.5463330E+00	2.0002420E-04	3.0000000E+01	1.6317000E+01
-6.5310000E-03	4.3087600E-09	0.0000000E+00	3.5463900E+00	2.0002450E-04	3.0000000E+01	1.7483000E+01
-6.5120000E-03	4.3083000E-09	0.0000000E+00	3.5464250E+00	2.0002460E-04	3.0000000E+01	1.8651000E+01
-6.5060000E-03	4.3083000E-09	0.0000000E+00	3.5464490E+00	2.0002470E-04	3.0000000E+01	1.9818000E+01
-6.5010000E-03	4.3083000E-09	0.0000000E+00	3.5464800E+00	2.0002420E-04	3.0000000E+01	2.0983000E+01
-4.0630000E-01	4.3246800E-09	0.0000000E+00	3.5469610E+00	2.0002450E-04	3.0000000E+01	2.2151000E+01
-3.9220000E-01	4.3260400E-09	0.0000000E+00	3.5471610E+00	2.0002460E-04	3.0000000E+01	2.3320000E+01
-3.9280000E-01	4.3255900E-09	0.0000000E+00	3.5470820E+00	2.0002460E-04	3.0000000E+01	2.4486000E+01
-3.9270000E-01	4.3255900E-09	0.0000000E+00	3.5471130E+00	2.0002460E-04	3.0000000E+01	2.5652000E+01
-3.9270000E-01	4.3255900E-09	0.0000000E+00	3.5471300E+00	2.0002470E-04	3.0000000E+01	2.6817000E+01
-3.9270000E-01	4.3255900E-09	0.0000000E+00	3.5471550E+00	2.0002440E-04	3.0000000E+01	2.7987000E+01
-3.9270000E-01	4.3255900E-09	0.0000000E+00	3.5471750E+00	2.0002430E-04	3.0000000E+01	2.9155000E+01
-3.9270000E-01	4.3255900E-09	0.0000000E+00	3.5472290E+00	2.0002440E-04	3.0000000E+01	3.0319000E+01
-3.9270000E-01	4.3255900E-09	0.0000000E+00	3.5472750E+00	2.0002490E-04	3.0000000E+01	3.1488000E+01
-4.2010000E-02	4.3110300E-09	0.0000000E+00	3.5472740E+00	2.0002460E-04	3.0000000E+01	3.2654000E+01
-9.6290000E-03	4.3074000E-09	0.0000000E+00	3.5470040E+00	2.0002430E-04	3.0000000E+01	3.3819000E+01
-7.4050000E-03	4.3069400E-09	0.0000000E+00	3.5469410E+00	2.0002460E-04	3.0000000E+01	3.4986000E+01
-6.7600000E-03	4.3078500E-09	0.0000000E+00	3.5469430E+00	2.0002470E-04	3.0000000E+01	3.6154000E+01
-6.5970000E-03	4.3074000E-09	0.0000000E+00	3.5469820E+00	2.0002500E-04	3.0000000E+01	3.7320000E+01
-6.5480000E-03	4.3051200E-09	0.0000000E+00	3.5470040E+00	2.0002470E-04	3.0000000E+01	3.8487000E+01
-6.5290000E-03	4.3074000E-09	0.0000000E+00	3.5470550E+00	2.0002470E-04	3.0000000E+01	3.9654000E+01
-6.5220000E-03	4.3074000E-09	0.0000000E+00	3.5470910E+00	2.0002450E-04	3.0000000E+01	4.0820000E+01
-6.5180000E-03	4.3078500E-09	0.0000000E+00	3.5471270E+00	2.0002420E-04	3.0000000E+01	4.1987000E+01
-4.0730000E-01	4.3237700E-09	0.0000000E+00	3.5476090E+00	2.0002450E-04	3.0000000E+01	4.3153000E+01
-3.9220000E-01	4.3255900E-09	0.0000000E+00	3.5478140E+00	2.0002450E-04	3.0000000E+01	4.4323000E+01
-3.9280000E-01	4.3255900E-09	0.0000000E+00	3.5478660E+00	2.0002490E-04	3.0000000E+01	4.5488000E+01
